Time [mm:ss]	T [°C]	U [%r H]	Tu Cap [°C]
08:07.9     	14.24 	71.0    	14.18
08:08.7     	14.28 	71.4    	14.19
08:09.7     	14.26 	71.2    	14.19
08:10.6     	14.24 	71.0    	14.20
08:11.5     	14.24 	71.1    	14.21
08:12.4     	14.23 	71.1    	14.22
08:13.3     	14.21 	70.9    	14.23
08:14.2     	14.17 	71.0    	14.24
08:15.0     	14.26 	71.5    	14.25
08:15.9     	14.31 	71.5    	14.26
08:16.8     	14.24 	71.1    	14.27
08:17.7     	14.16 	71.6    	14.28
08:18.6     	14.09 	72.2    	14.29
08:19.5     	14.08 	72.2    	14.29
08:20.5     	14.01 	72.2    	14.30
08:21.4     	13.93 	72.6    	14.30
08:22.3     	13.87 	73.2    	14.30
08:23.1     	13.85 	73.0    	14.30
08:24.0     	13.84 	72.9    	14.30
08:24.9     	13.83 	72.8    	14.31
08:25.8     	13.84 	72.7    	14.31
08:26.7     	13.84 	72.8    	14.31
08:27.6     	13.83 	73.0    	14.30
08:28.5     	13.78 	73.5    	14.30
08:29.4     	13.74 	74.0    	14.30
08:30.3     	13.75 	73.7    	14.30
08:31.2     	13.78 	73.3    	14.30
08:32.1     	13.81 	73.0    	14.30
08:33.0     	13.82 	72.8    	14.30
08:33.9     	13.81 	73.3    	14.30
08:34.8     	13.81 	73.4    	14.30
08:35.7     	13.80 	73.7    	14.30
08:36.5     	13.80 	73.4    	14.30
08:37.4     	13.80 	73.1    	14.30
08:38.3     	13.81 	72.8    	14.30
08:39.2     	13.82 	71.9    	14.29
08:40.2     	13.84 	70.8    	14.29
08:41.1     	13.85 	70.5    	14.29
08:42.0     	13.85 	70.4    	14.29
08:42.9     	13.86 	70.3    	14.29
08:43.8     	13.86 	70.5    	14.28
08:44.6     	13.89 	70.4    	14.28
08:45.5     	13.89 	70.8    	14.28
08:46.4     	13.93 	70.5    	14.28
08:47.3     	13.96 	70.4    	14.28
08:48.2     	14.00 	70.5    	14.28
08:49.1     	14.03 	71.0    	14.28
08:49.9     	14.06 	70.9    	14.28
08:50.9     	14.04 	70.3    	14.28
08:51.9     	14.02 	70.0    	14.28
08:52.7     	14.00 	69.7    	14.28
08:53.6     	14.00 	69.9    	14.29
08:54.5     	14.00 	70.1    	14.29
08:55.4     	14.00 	70.5    	14.29
08:56.3     	14.00 	70.5    	14.29
08:57.2     	13.99 	70.4    	14.29
08:58.0     	13.99 	70.7    	14.29
08:58.9     	14.00 	70.4    	14.29
08:59.8     	13.98 	69.8    	14.29
09:00.7     	13.95 	69.5    	14.29
09:01.6     	13.98 	69.7    	14.28
09:02.6     	14.00 	70.3    	14.28
09:03.5     	13.96 	69.8    	14.28
09:04.4     	13.92 	69.7    	14.28
09:05.3     	13.89 	69.9    	14.28
09:06.1     	13.88 	69.7    	14.28
09:07.0     	13.88 	69.5    	14.27
09:07.9     	13.89 	69.5    	14.27
09:08.8     	13.91 	70.1    	14.27
09:09.7     	13.96 	70.5    	14.27
09:10.6     	13.98 	70.4    	14.27
09:11.5     	13.97 	70.2    	14.27
09:12.4     	13.97 	70.4    	14.27
09:13.3     	13.94 	70.4    	14.27
09:14.2     	13.93 	70.6    	14.27
09:15.1     	13.92 	70.8    	14.27
09:16.0     	13.90 	70.5    	14.27
09:16.9     	13.89 	70.2    	14.26
09:17.8     	13.89 	70.1    	14.26
09:18.7     	13.88 	70.2    	14.26
09:19.6     	13.89 	70.5    	14.26
09:20.5     	13.91 	70.5    	14.26
