Time [mm:ss]	T [°C]	U [%r H]	Tu Cap [°C]
04:48.6     	17.14 	59.1    	17.63
04:49.5     	16.90 	59.0    	17.64
04:50.4     	16.57 	58.1    	17.66
04:51.2     	16.42 	58.7    	17.67
04:52.1     	16.30 	59.3    	17.68
04:53.0     	16.18 	59.9    	17.68
04:54.0     	16.19 	61.9    	17.69
04:54.9     	16.29 	63.9    	17.68
04:55.8     	16.39 	63.6    	17.68
04:56.7     	16.38 	63.9    	17.66
04:57.6     	16.56 	64.2    	17.65
04:58.5     	16.62 	64.3    	17.64
04:59.3     	16.98 	66.7    	17.64
05:00.2     	17.48 	69.3    	17.66
05:01.1     	17.60 	63.5    	17.66
05:02.0     	17.56 	63.2    	17.68
05:02.9     	17.67 	64.6    	17.70
05:03.8     	17.67 	63.9    	17.72
05:04.7     	17.56 	64.3    	17.74
05:05.6     	17.49 	61.1    	17.74
05:06.6     	17.38 	63.3    	17.75
05:07.4     	17.44 	64.5    	17.77
05:08.3     	17.81 	67.8    	17.81
05:09.2     	18.04 	66.6    	17.85
05:10.1     	17.67 	61.9    	17.87
05:11.0     	17.38 	60.2    	17.89
05:11.9     	17.10 	59.2    	17.91
05:12.8     	16.90 	59.5    	17.93
05:13.7     	16.82 	61.0    	17.94
05:14.6     	16.92 	61.9    	17.96
05:15.4     	16.76 	61.8    	17.96
05:16.6     	16.59 	58.2    	17.97
05:17.2     	16.31 	59.9    	17.97
05:18.1     	16.33 	61.2    	17.97
05:19.1     	16.35 	62.0    	17.98
05:20.0     	16.49 	63.8    	17.97
05:20.9     	16.51 	64.6    	17.97
05:21.8     	16.64 	65.1    	17.97
05:22.7     	16.46 	62.1    	17.97
05:23.5     	16.34 	60.2    	17.96
05:24.4     	16.28 	62.7    	17.95
05:25.3     	16.41 	65.5    	17.94
05:26.2     	16.56 	64.7    	17.93
05:27.1     	16.59 	61.0    	17.90
05:28.0     	16.60 	62.2    	17.89
05:28.9     	16.55 	60.0    	17.86
05:29.8     	16.37 	60.2    	17.85
05:30.7     	16.28 	60.1    	17.84
05:31.5     	16.14 	59.1    	17.82
05:32.5     	16.08 	59.9    	17.81
05:33.4     	16.09 	60.2    	17.79
05:34.3     	16.14 	61.6    	17.78
05:35.2     	16.30 	62.1    	17.77
05:36.1     	16.59 	63.7    	17.77
05:37.0     	16.63 	62.4    	17.76
05:38.0     	16.67 	63.5    	17.76
05:38.1     	16.67 	63.5    	17.77
05:38.8     	16.59 	63.5    	17.77
05:39.3     	16.55 	63.5    	17.77
05:39.5     	16.55 	--      	--
05:39.7     	--    	--      	--
05:39.9     	--    	--      	--
05:40.1     	--    	--      	17.77
05:40.3     	--    	63.7    	17.77
05:40.5     	16.59 	59.6    	17.74
05:41.5     	16.59 	55.5    	17.72
05:42.3     	16.59 	55.5    	17.72
05:42.8     	16.59 	--      	17.76
05:43.4     	--    	62.5    	17.71
05:44.1     	16.98 	65.4    	17.71
05:45.1     	16.99 	65.1    	17.71
05:46.0     	16.79 	61.6    	17.71
05:46.9     	16.63 	62.7    	17.71
05:47.7     	16.67 	65.3    	17.71
05:48.6     	16.99 	65.9    	17.71
05:49.5     	16.60 	62.7    	17.70
05:50.4     	16.17 	61.0    	17.68
05:51.3     	15.93 	61.7    	17.65
05:52.2     	15.75 	64.0    	17.61
05:53.1     	15.95 	66.3    	17.58
05:54.0     	16.38 	67.8    	17.55
05:54.9     	16.27 	65.2    	17.52
05:55.7     	16.26 	66.3    	17.49
05:56.6     	16.25 	64.4    	17.46
05:57.5     	16.18 	65.0    	17.42
05:58.5     	16.32 	66.6    	17.39
05:59.4     	16.56 	68.1    	17.38
06:00.3     	16.47 	65.1    	17.35
06:01.2     	16.08 	62.4    	17.32
06:02.1     	16.11 	66.1    	17.30
06:03.0     	16.30 	66.9    	17.29
06:03.8     	16.44 	64.8    	17.27
06:04.7     	16.24 	63.5    	17.24
06:05.7     	16.23 	64.6    	17.23
06:06.5     	16.33 	65.4    	17.21
06:07.4     	16.51 	67.3    	17.21
06:08.3     	16.78 	67.1    	17.21
06:09.2     	16.59 	65.9    	17.21
06:10.1     	16.35 	62.6    	17.19
06:11.1     	16.33 	65.7    	17.19
06:11.9     	16.30 	63.3    	17.17
06:12.9     	16.08 	64.0    	17.15
06:13.8     	16.01 	65.0    	17.13
06:14.6     	15.84 	66.0    	17.12
06:15.5     	15.90 	66.4    	17.10
06:16.4     	15.91 	66.5    	17.08
06:17.3     	15.84 	64.7    	17.06
06:18.2     	15.73 	63.3    	17.03
06:19.1     	15.52 	62.9    	16.99
06:19.9     	15.49 	63.6    	16.97
06:20.9     	15.54 	64.1    	16.94
06:21.8     	15.44 	62.5    	16.90
