Time [mm:ss]	T [°C]	U [%r H]  	Tu Cap [°C]
06:28.4     	10.85 	93.8      	10.78
06:29.4     	10.85 	93.8      	10.78
06:30.2     	10.85 	93.8      	10.78
06:31.1     	10.85 	93.8      	10.78
06:32.0     	10.85 	93.8      	10.78
06:33.0     	10.85 	93.8      	10.78
06:33.9     	10.85 	93.9      	10.78
06:34.8     	10.84 	93.9      	10.78
06:35.6     	10.82 	94.0      	10.78
06:36.5     	10.84 	93.9      	10.78
06:37.4     	10.84 	93.9      	10.78
06:38.3     	10.84 	93.9      	10.78
06:39.2     	10.84 	93.9      	10.78
06:40.1     	10.84 	93.9      	10.78
06:41.0     	10.84 	93.8      	10.78
06:41.9     	10.85 	93.8      	10.78
06:42.9     	10.87 	93.7      	10.78
06:43.8     	10.89 	93.6      	10.78
06:44.6     	10.89 	93.6      	10.78
06:45.5     	10.88 	93.7      	10.78
06:46.4     	10.88 	93.7      	10.78
06:47.3     	10.88 	93.7      	10.78
06:48.2     	10.88 	93.7      	10.78
06:49.1     	10.86 	93.8      	10.78
06:49.9     	10.84 	93.9      	10.78
06:50.9     	10.83 	94.0      	10.78
06:51.8     	10.82 	94.0      	10.78
06:52.6     	10.80 	94.1      	10.77
06:53.5     	10.80 	94.1      	10.77
06:54.5     	10.79 	94.1      	10.77
06:55.4     	10.79 	94.1      	10.77
06:56.3     	10.79 	94.1      	10.76
06:57.2     	10.79 	94.1      	10.76
06:58.0     	10.79 	94.1      	10.76
06:58.9     	10.80 	94.0      	10.76
06:59.9     	10.80 	94.0      	10.76
07:00.7     	10.80 	94.0      	10.76
07:01.6     	10.80 	94.0      	10.75
07:02.5     	10.80 	94.0      	10.75
07:03.4     	10.80 	94.0      	10.75
07:04.3     	10.80 	94.0      	10.75
07:05.3     	10.80 	94.0      	10.75
07:06.1     	10.80 	94.0      	10.75
07:07.0     	10.80 	94.0      	10.75
07:07.9     	10.80 	94.0      	10.75
07:08.8     	10.80 	94.0      	10.75
07:09.7     	10.80 	94.1      	10.75
07:10.6     	10.79 	94.1      	10.75
07:11.4     	10.79 	94.1      	10.75
07:12.4     	10.79 	94.1      	10.75
07:13.3     	10.79 	94.1      	10.75
07:14.1     	10.78 	94.1      	10.74
07:15.0     	10.78 	94.1      	10.74
07:16.0     	10.78 	94.1      	10.74
07:16.9     	10.78 	94.2      	10.74
07:17.8     	10.78 	94.2      	10.74
07:18.7     	10.77 	94.2      	10.74
07:19.5     	10.77 	94.2      	10.74
07:20.4     	10.77 	94.3      	10.74
07:21.3     	10.77 	94.3      	10.74
07:22.2     	10.76 	94.3      	10.74
07:23.1     	10.76 	94.3      	10.74
07:24.0     	10.76 	94.3      	10.74
07:24.9     	10.76 	94.3      	10.74
07:25.8     	10.76 	94.3      	10.74
07:26.8     	10.76 	94.3      	10.74
07:27.6     	10.76 	94.3      	10.74
07:28.5     	10.76 	94.3      	10.74
07:29.4     	10.76 	94.3      	10.74
07:30.3     	10.76 	94.3      	10.74
07:31.2     	10.77 	94.3      	10.74
07:32.1     	10.77 	94.3      	10.74
07:32.9     	10.77 	94.3      	10.74
07:33.9     	10.78 	94.2      	10.74
07:34.8     	10.78 	94.2      	10.74
07:35.6     	10.79 	94.2      	10.74
07:36.5     	10.78 	94.2      	10.74
07:37.5     	10.78 	94.2      	10.74
07:38.4     	10.78 	94.2      	10.74
07:39.3     	10.77 	94.2      	10.74
07:40.2     	10.77 	94.2      	10.74
07:41.0     	10.77 	94.2      	10.74
07:41.9     	10.77 	94.2      	10.74
07:42.8     	10.78 	94.2      	10.74
07:43.7     	10.78 	94.2      	10.74
07:44.6     	10.77 	94.2      	10.74
07:45.5     	10.77 	94.2      	10.74
07:46.4     	10.77 	94.3      	10.74
07:47.3     	10.77 	94.3      	10.74
07:48.3     	10.77 	94.3      	10.74
07:49.1     	10.77 	94.3      	10.74
07:50.0     	10.77 	94.3      	10.74
07:50.9     	10.77 	94.3      	10.74
07:51.8     	10.77 	94.3      	10.74
07:52.7     	10.78 	94.3      	10.74
07:53.6     	10.78 	94.3      	10.74
07:54.5     	10.78 	94.3      	10.74
07:55.4     	10.78 	94.3      	10.74
07:56.3     	10.79 	94.3      	10.74
07:57.1     	10.79 	94.3      	10.74
07:58.0     	10.79 	94.2      	10.74
07:58.9     	10.80 	94.2      	10.74
07:59.9     	10.81 	94.2      	10.74
08:00.8     	10.81 	94.2      	10.74
08:01.7     	10.80 	94.2      	10.74
08:02.6     	10.79 	94.3      	10.74
08:03.5     	10.78 	94.4      	10.74
08:04.4     	10.78 	94.4      	10.74
08:05.2     	10.77 	94.4      	10.74
08:06.1     	10.77 	94.5      	10.74
08:07.0     	10.77 	94.5      	10.74
08:07.9     	10.76 	94.5      	10.74
08:08.8     	10.76 	94.5      	10.74
08:09.7     	10.76 	94.5      	10.74
08:10.6     	10.76 	94.6      	10.74
08:11.6     	10.76 	98.1      	10.74
08:12.5     	10.75 	97.9      	10.74
08:13.3     	10.75 	97.7      	10.74
08:14.2     	10.75 	97.6      	10.74
08:15.1     	10.75 	97.5      	10.73
08:16.0     	10.75 	97.5      	10.73
08:16.9     	10.74 	97.5      	10.73
08:17.8     	10.74 	97.4      	10.73
08:18.6     	10.74 	97.4      	10.73
08:19.5     	10.76 	97.1      	10.73
08:20.4     	10.78 	96.9      	10.73
08:21.3     	10.79 	96.8      	10.73
08:22.3     	10.80 	96.7      	10.73
08:23.2     	10.80 	96.5      	10.73
08:24.1     	10.79 	96.5      	10.72
08:25.0     	10.79 	96.5      	10.72
08:25.9     	10.78 	96.4      	10.72
08:26.8     	10.78 	96.4      	10.72
08:27.6     	10.78 	96.5      	10.72
08:28.5     	10.78 	96.6      	10.72
08:29.4     	10.77 	96.6      	10.73
08:30.3     	10.77 	96.7      	10.73
08:31.2     	10.77 	96.8      	10.73
08:32.1     	10.75 	96.9      	10.73
08:33.1     	10.74 	97.0      	10.73
08:34.0     	10.75 	97.0      	10.73
08:34.9     	10.75 	97.0      	10.73
08:35.7     	10.75 	97.1      	10.73
08:36.6     	10.75 	97.1      	10.73
08:37.5     	10.76 	97.1      	10.73
08:38.4     	10.77 	97.1      	10.73
08:39.3     	10.77 	97.1      	10.73
08:40.2     	10.77 	97.1      	10.73
08:41.0     	10.77 	97.1      	10.73
08:42.0     	10.75 	97.2      	10.73
08:42.9     	10.74 	97.3      	10.73
08:43.7     	10.73 	97.4      	10.73
08:44.7     	10.73 	97.4      	10.72
08:45.6     	10.73 	97.4      	10.72
08:46.5     	10.74 	97.4      	10.72
08:47.4     	10.74 	97.4      	10.72
08:48.3     	10.74 	97.4      	10.72
08:49.1     	10.74 	97.4      	10.72
08:50.0     	10.75 	97.4      	10.72
08:50.9     	10.75 	97.4      	10.72
08:51.8     	10.75 	97.4      	10.72
08:52.7     	10.75 	97.4      	10.72
08:53.6     	10.76 	97.3      	10.72
08:54.5     	10.76 	97.3      	10.72
08:55.4     	10.77 	97.3      	10.72
08:56.4     	10.77 	97.3      	10.72
08:57.2     	10.78 	97.2      	10.72
08:58.1     	10.78 	97.3      	10.72
08:59.0     	10.78 	97.3      	10.72
08:59.9     	10.78 	97.3      	10.72
09:00.8     	10.78 	97.4      	10.72
09:01.7     	10.79 	97.4      	10.72
09:02.5     	10.79 	97.4      	10.72
09:03.5     	10.79 	97.4      	10.72
09:04.4     	10.79 	97.5      	10.72
09:05.2     	10.79 	97.5      	10.72
09:06.2     	10.79 	97.6      	10.72
09:07.1     	10.79 	97.7      	10.72
09:08.0     	10.79 	97.7      	10.72
09:08.9     	10.79 	97.8      	10.72
09:09.8     	10.79 	99.5      	10.72
09:10.6     	10.80 	99.5      	10.72
09:11.5     	10.80 	99.5      	10.72
09:12.4     	10.80 	99.4      	10.72
09:13.3     	10.81 	99.4      	10.72
09:14.2     	10.80 	99.5      	10.72
09:15.1     	10.80 	99.5      	10.72
09:16.0     	10.79 	99.5      	10.72
09:17.0     	10.79 	99.6      	10.72
09:17.9     	10.78 	99.6      	10.72
09:18.7     	10.79 	99.6      	10.72
09:19.6     	10.78 	99.6      	10.72
09:20.5     	10.77 	99.7      	10.72
09:21.4     	10.77 	99.7      	10.72
09:22.3     	10.77 	99.7      	10.72
09:23.2     	10.78 	99.6      	10.72
09:24.1     	10.78 	99.6      	10.72
09:25.0     	10.79 	99.6      	10.72
09:25.9     	10.80 	99.5      	10.73
09:26.7     	10.80 	99.5      	10.73
09:27.7     	10.81 	99.4      	10.73
09:28.6     	10.82 	99.4      	10.73
09:29.5     	10.82 	99.4      	10.73
09:30.4     	10.81 	99.4      	10.73
09:31.3     	10.81 	99.5      	10.73
09:32.1     	10.80 	99.5      	10.73
09:33.0     	10.80 	99.5      	10.73
09:33.9     	10.78 	99.6      	10.73
09:34.8     	10.79 	99.6      	10.73
09:35.7     	10.78 	99.6      	10.73
09:36.6     	10.78 	99.7      	10.73
09:37.6     	10.77 	99.7      	10.73
09:38.5     	10.77 	99.7      	10.73
09:39.4     	10.78 	99.7      	10.73
09:40.2     	10.78 	99.7      	10.73
09:41.1     	10.77 	99.7      	10.73
09:42.0     	10.77 	99.7      	10.73
09:42.9     	10.78 	99.7      	10.73
09:43.8     	10.78 	99.6      	10.73
09:44.7     	10.79 	99.6      	10.73
09:45.5     	10.78 	99.7      	10.73
