Time [mm:ss]	T [°C]	U [%r H]   	Tu Cap [°C]
08:18.7     	16.60 	64.4       	17.23
08:19.6     	16.71 	62.5       	17.24
08:20.5     	16.64 	61.4       	17.26
08:21.3     	16.63 	60.7       	17.27
08:22.2     	16.28 	58.1       	17.27
08:23.1     	16.11 	60.5       	17.27
08:24.0     	16.25 	61.1       	17.27
08:24.9     	16.34 	61.5       	17.27
08:25.8     	16.22 	61.0       	17.27
08:26.7     	16.22 	62.1       	17.27
08:27.6     	16.29 	60.2       	17.26
08:28.6     	15.96 	58.6       	17.25
08:29.4     	15.94 	60.1       	17.24
08:30.3     	15.90 	59.9       	17.22
08:31.2     	15.91 	59.8       	17.19
08:32.1     	15.86 	62.5       	17.17
08:33.0     	16.28 	63.6       	17.15
08:33.9     	16.26 	60.5       	17.14
08:34.8     	16.28 	61.6       	17.14
08:35.7     	16.49 	62.6       	17.14
08:36.6     	16.45 	61.5       	17.15
08:37.4     	16.17 	57.0       	17.14
08:38.3     	16.07 	60.8       	17.14
08:39.2     	16.28 	61.7       	17.15
08:40.1     	16.47 	60.1       	17.16
08:41.1     	16.29 	59.2       	17.16
08:42.0     	16.06 	58.3       	17.17
08:42.9     	16.02 	59.0       	17.19
08:43.8     	16.13 	60.0       	17.20
08:44.7     	16.31 	59.8       	17.22
08:45.5     	16.34 	57.4       	17.25
08:46.4     	16.24 	56.4       	17.27
08:47.3     	16.12 	56.9       	17.29
08:48.2     	16.01 	56.7       	17.32
08:49.1     	15.91 	57.0       	17.34
08:50.0     	15.94 	57.9       	17.37
08:50.9     	15.89 	57.9       	17.39
08:51.8     	15.82 	56.9       	17.40
08:52.7     	15.60 	58.3       	17.40
08:53.5     	15.51 	57.6       	17.38
08:54.5     	15.38 	58.1       	17.36
08:55.5     	15.33 	59.0       	17.34
08:56.3     	15.34 	59.0       	17.31
08:57.2     	15.35 	59.1       	17.29
08:58.1     	15.58 	60.8       	17.28
08:59.0     	15.80 	62.5       	17.26
08:59.9     	15.93 	61.1       	17.25
09:00.8     	16.04 	61.4       	17.25
09:01.6     	16.23 	62.0       	17.25
09:02.5     	16.40 	63.1       	17.25
09:03.5     	16.57 	62.4       	17.26
09:04.3     	16.59 	61.9       	17.27
09:05.2     	16.76 	64.8       	17.29
09:06.1     	16.68 	63.2       	17.32
09:07.1     	16.68 	60.7       	17.33
09:08.0     	16.54 	60.5       	17.34
09:08.9     	16.35 	58.4       	17.35
09:09.7     	15.95 	57.6       	17.35
09:10.7     	15.85 	59.8       	17.36
09:11.5     	16.09 	64.4       	17.36
09:12.4     	16.14 	60.3       	17.37
09:13.3     	15.88 	58.6       	17.37
09:14.2     	15.74 	58.5       	17.38
09:15.1     	15.71 	59.5       	17.38
09:16.0     	15.83 	60.0       	17.39
09:16.9     	15.66 	59.1       	17.39
09:17.7     	15.46 	58.5       	17.38
09:18.6     	15.44 	59.3       	17.37
09:19.7     	15.53 	60.9       	17.36
09:20.5     	15.71 	61.4       	17.34
09:21.4     	15.85 	59.6       	17.32
09:22.3     	15.64 	59.0       	17.29
09:23.2     	15.59 	58.7       	17.27
09:24.1     	15.55 	58.6       	17.25
09:25.0     	15.57 	59.4       	17.24
09:25.9     	15.49 	58.1       	17.23
09:26.8     	15.50 	59.6       	17.21
09:27.7     	15.68 	61.0       	17.20
09:28.5     	15.87 	62.1       	17.19
09:29.4     	16.04 	60.6       	17.19
09:30.3     	16.00 	59.6       	17.19
09:31.2     	16.01 	59.4       	17.19
09:32.1     	16.03 	60.6       	17.19
09:33.0     	16.18 	61.4       	17.19
09:34.0     	16.42 	63.3       	17.20
09:34.9     	16.64 	61.9       	17.21
09:35.8     	16.38 	59.2       	17.21
09:36.6     	16.24 	59.2       	17.20
09:37.5     	16.07 	61.5       	17.19
09:38.4     	16.08 	60.8       	17.17
09:39.3     	16.23 	62.8       	17.16
09:40.2     	16.05 	60.5       	17.16
09:41.1     	16.28 	63.4       	17.16
09:42.0     	16.48 	65.2       	17.18
09:42.9     	16.34 	61.5       	17.18
09:43.8     	16.22 	61.7       	17.19
09:44.6     	16.10 	61.1       	17.20
09:45.5     	15.79 	58.3       	17.19
09:46.4     	15.69 	62.3       	17.18
