Flight Information:
Launch Date:            	      	                       	Monday, 14 December 2020	     	                        	          	Launch Time: 	     	            	21:31:14  	          	        	End of Ascent:	     	         	01:52:49
Station name:           	      	                       	                        	     	                        	          	Serialnumber:	     	            	20026378
Ground values:
Pressure:               	      	                       	1020.2 hPa              	     	                        	          	Temperature: 	     	            	10.6 °C   	          	        	Humidity:     	     	         	79 %
Wind Direction:         	      	                       	345 °                   	     	                        	          	Wind Speed:  	     	            	1 m/s     	          	        	Cloud group:  	     	         	9////
Position:
Longitude:              	      	                       	-73.160 °               	     	                        	          	Latitude:    	     	            	-39.236 ° 	          	        	Altitude:     	     	         	3 m
Staff:
Company:                	      	                       	
Operator:               	      	                       	                        	     	                        	          	
Events:
Highest Point:          	      	                       	5.7 hPa                 	     	                        	          	34934 m
Tropopauses:            	      	                       	1.: 206.0 hPa           	     	                        	          	2.: 124.3 hPa	     	            	
Max Winds:              	      	                       	1.: 278.4 hPa           	     	                        	          	             	     	            	
Remarks:

Profile Data:
Time                    	P     	T                      	Hu                      	Ws   	Wd                      	Long.     	Lat.         	Alt  	Geopot      	MRI       	RI        	Dewp.   	Virt. Temp    	Rs   	Elevation	Azimuth 	Range	D
[sec]                   	[hPa] 	[°C]                   	[%]                     	[m/s]	[°]                     	[°]       	[°]          	[m]  	[m]         	          	          	[°C]    	[°C]          	[m/s]	[°]      	[°]     	[m]  	[kg/m3]
64                      	985.0 	9.7                    	68                      	9.0  	220                     	-73.157014	-39.232991   	296  	296         	319.876   	273.373   	4.1     	10.6          	4.8  	31.6     	039     	560  	1.213246
65                      	984.4 	9.7                    	68                      	9.1  	220                     	-73.156945	-39.232928   	301  	301         	320.504   	273.263   	4.1     	10.6          	4.8  	31.5     	039     	570  	1.212736
66                      	983.8 	9.6                    	68                      	9.1  	219                     	-73.156877	-39.232866   	306  	306         	321.147   	273.152   	4.1     	10.5          	4.8  	31.5     	039     	581  	1.212225
67                      	983.3 	9.6                    	68                      	9.1  	219                     	-73.156808	-39.232803   	310  	310         	321.775   	273.042   	4.0     	10.5          	4.8  	31.4     	039     	591  	1.211714
68                      	982.7 	9.6                    	68                      	9.1  	219                     	-73.156740	-39.232741   	315  	315         	322.418   	272.931   	4.0     	10.4          	4.8  	31.3     	039     	601  	1.211203
69                      	982.2 	9.5                    	68                      	9.2  	219                     	-73.156672	-39.232678   	320  	320         	323.061   	272.821   	4.0     	10.4          	4.8  	31.3     	039     	611  	1.210693
70                      	981.6 	9.5                    	68                      	9.2  	219                     	-73.156603	-39.232616   	325  	325         	323.689   	272.711   	3.9     	10.4          	4.8  	31.2     	039     	622  	1.210183
71                      	981.0 	9.4                    	68                      	9.2  	219                     	-73.156535	-39.232553   	330  	329         	324.332   	272.601   	3.9     	10.3          	4.8  	31.1     	039     	632  	1.209673
72                      	980.5 	9.4                    	68                      	9.2  	219                     	-73.156466	-39.232491   	334  	334         	324.960   	272.491   	3.9     	10.3          	4.8  	31.1     	039     	642  	1.209163
73                      	979.9 	9.3                    	68                      	9.2  	219                     	-73.156398	-39.232428   	339  	339         	325.605   	272.382   	3.8     	10.2          	4.8  	31.0     	039     	652  	1.208659
74                      	979.4 	9.3                    	69                      	9.3  	219                     	-73.156329	-39.232366   	344  	344         	326.236   	272.275   	3.8     	10.2          	4.8  	31.0     	039     	663  	1.208158
75                      	978.8 	9.3                    	69                      	9.3  	219                     	-73.156261	-39.232303   	349  	348         	326.883   	272.169   	3.8     	10.1          	4.8  	30.9     	039     	673  	1.207659
76                      	978.3 	9.2                    	69                      	9.3  	219                     	-73.156192	-39.232241   	353  	353         	327.515   	272.063   	3.8     	10.1          	4.7  	30.9     	039     	683  	1.207160
77                      	977.7 	9.2                    	69                      	9.3  	219                     	-73.156128	-39.232165   	358  	358         	328.148   	271.957   	3.8     	10.0          	4.6  	30.8     	039     	694  	1.206661
78                      	977.1 	9.1                    	69                      	9.4  	218                     	-73.156064	-39.232089   	363  	362         	328.764   	271.852   	3.7     	10.0          	4.6  	30.7     	039     	705  	1.206162
79                      	976.6 	9.1                    	69                      	9.4  	218                     	-73.156000	-39.232014   	367  	367         	329.383   	271.748   	3.7     	10.0          	4.6  	30.6     	039     	716  	1.205673
80                      	976.0 	9.0                    	69                      	9.4  	218                     	-73.155937	-39.231938   	372  	372         	330.017   	271.645   	3.7     	9.9           	4.6  	30.5     	039     	727  	1.205184
81                      	975.5 	9.0                    	69                      	9.4  	218                     	-73.155873	-39.231863   	376  	376         	330.636   	271.541   	3.7     	9.9           	4.6  	30.4     	039     	738  	1.204696
82                      	975.0 	8.9                    	69                      	9.5  	218                     	-73.155809	-39.231787   	381  	381         	331.271   	271.438   	3.6     	9.8           	4.6  	30.3     	039     	749  	1.204207
83                      	974.4 	8.9                    	69                      	9.5  	218                     	-73.155745	-39.231712   	386  	386         	331.890   	271.335   	3.6     	9.8           	4.6  	30.3     	038     	760  	1.203719
84                      	973.9 	8.9                    	69                      	9.5  	218                     	-73.155681	-39.231636   	390  	390         	332.509   	271.231   	3.6     	9.7           	4.6  	30.2     	038     	771  	1.203231
85                      	973.3 	8.8                    	70                      	9.5  	218                     	-73.155617	-39.231561   	395  	395         	333.143   	271.128   	3.6     	9.7           	4.6  	30.1     	038     	782  	1.202743
86                      	972.8 	8.8                    	70                      	9.5  	218                     	-73.155553	-39.231485   	400  	399         	333.762   	271.025   	3.6     	9.6           	4.6  	30.0     	038     	793  	1.202255
87                      	972.2 	8.7                    	70                      	9.6  	218                     	-73.155489	-39.231410   	404  	404         	334.396   	270.921   	3.5     	9.6           	4.6  	30.0     	038     	804  	1.201763
88                      	971.7 	8.7                    	70                      	9.6  	218                     	-73.155425	-39.231334   	409  	409         	335.011   	270.814   	3.5     	9.6           	4.6  	29.9     	038     	815  	1.201258
89                      	971.1 	8.7                    	70                      	9.6  	218                     	-73.155361	-39.231258   	414  	413         	335.643   	270.707   	3.5     	9.5           	4.6  	29.8     	038     	826  	1.200754
90                      	970.6 	8.6                    	70                      	9.6  	217                     	-73.155297	-39.231183   	418  	418         	336.258   	270.601   	3.5     	9.5           	4.6  	29.8     	038     	837  	1.200249
91                      	970.1 	8.6                    	70                      	9.7  	217                     	-73.155234	-39.231107   	423  	423         	336.874   	270.494   	3.5     	9.4           	4.6  	29.7     	038     	848  	1.199745
92                      	969.5 	8.5                    	70                      	9.7  	217                     	-73.155170	-39.231032   	428  	427         	337.505   	270.387   	3.4     	9.4           	4.6  	29.6     	038     	859  	1.199240
93                      	969.0 	8.5                    	70                      	9.7  	217                     	-73.155106	-39.230956   	432  	432         	338.121   	270.281   	3.4     	9.4           	4.6  	29.6     	038     	870  	1.198736
94                      	968.4 	8.5                    	70                      	9.8  	216                     	-73.155042	-39.230881   	437  	437         	338.752   	270.174   	3.4     	9.3           	4.6  	29.5     	038     	881  	1.198232
95                      	967.9 	8.4                    	71                      	9.8  	216                     	-73.154978	-39.230805   	441  	441         	339.368   	270.068   	3.4     	9.3           	4.6  	29.5     	038     	892  	1.197729
96                      	967.3 	8.4                    	71                      	9.8  	216                     	-73.154914	-39.230730   	446  	446         	339.984   	269.962   	3.4     	9.2           	4.6  	29.4     	038     	903  	1.197225
97                      	966.8 	8.3                    	71                      	9.9  	216                     	-73.154850	-39.230654   	451  	450         	340.615   	269.855   	3.4     	9.2           	4.6  	29.4     	038     	914  	1.196721
98                      	966.2 	8.3                    	71                      	9.9  	215                     	-73.154786	-39.230579   	455  	455         	341.231   	269.749   	3.3     	9.2           	4.6  	29.3     	037     	925  	1.196218
99                      	965.7 	8.3                    	71                      	9.9  	215                     	-73.154722	-39.230503   	460  	460         	341.862   	269.642   	3.3     	9.1           	4.6  	29.2     	037     	936  	1.195714
100                     	965.2 	8.2                    	71                      	10.0 	215                     	-73.154658	-39.230428   	465  	464         	342.478   	269.536   	3.3     	9.1           	4.6  	29.2     	037     	947  	1.195213
101                     	964.6 	8.2                    	71                      	10.0 	214                     	-73.154594	-39.230352   	469  	469         	343.113   	269.433   	3.3     	9.0           	4.6  	29.1     	037     	958  	1.194720
102                     	964.1 	8.1                    	71                      	10.0 	214                     	-73.154531	-39.230276   	474  	474         	343.731   	269.329   	3.3     	9.0           	4.6  	29.1     	037     	969  	1.194227
103                     	963.5 	8.1                    	71                      	10.1 	214                     	-73.154467	-39.230201   	479  	478         	344.350   	269.225   	3.2     	8.9           	4.6  	29.0     	037     	980  	1.193733
104                     	963.0 	8.1                    	72                      	10.1 	214                     	-73.154403	-39.230125   	483  	483         	344.984   	269.121   	3.2     	8.9           	4.6  	29.0     	037     	991  	1.193239
105                     	962.5 	8.0                    	72                      	10.1 	213                     	-73.154339	-39.230050   	488  	488         	345.602   	269.018   	3.2     	8.9           	4.6  	29.0     	037     	1002 	1.192746
106                     	961.9 	8.0                    	72                      	10.2 	213                     	-73.154275	-39.229974   	493  	492         	346.237   	268.914   	3.2     	8.8           	4.6  	28.9     	037     	1013 	1.192252
107                     	961.4 	7.9                    	72                      	10.2 	213                     	-73.154211	-39.229899   	497  	497         	346.855   	268.811   	3.2     	8.8           	4.6  	28.9     	037     	1024 	1.191759
108                     	960.8 	7.9                    	72                      	10.2 	213                     	-73.154157	-39.229827   	502  	502         	347.490   	268.707   	3.2     	8.7           	4.7  	28.8     	037     	1034 	1.191266
109                     	960.3 	7.8                    	72                      	10.3 	212                     	-73.154103	-39.229755   	507  	506         	348.123   	268.602   	3.1     	8.7           	4.7  	28.8     	037     	1045 	1.190768
110                     	959.7 	7.8                    	72                      	10.3 	212                     	-73.154050	-39.229684   	511  	511         	348.756   	268.498   	3.1     	8.6           	4.7  	28.8     	037     	1055 	1.190270
111                     	959.2 	7.8                    	72                      	10.3 	212                     	-73.153996	-39.229612   	516  	516         	349.374   	268.393   	3.1     	8.6           	4.7  	28.8     	037     	1065 	1.189773
112                     	958.7 	7.7                    	72                      	10.2 	212                     	-73.153943	-39.229541   	521  	520         	350.007   	268.289   	3.1     	8.6           	4.7  	28.8     	037     	1075 	1.189275
113                     	958.1 	7.7                    	72                      	10.2 	212                     	-73.153889	-39.229469   	525  	525         	350.640   	268.184   	3.1     	8.5           	4.7  	28.8     	037     	1086 	1.188776
114                     	957.6 	7.7                    	73                      	10.1 	212                     	-73.153835	-39.229398   	530  	530         	351.251   	268.057   	3.1     	8.5           	4.7  	28.8     	037     	1096 	1.188181
115                     	957.0 	7.6                    	72                      	10.1 	212                     	-73.153782	-39.229326   	535  	534         	351.843   	267.911   	3.0     	8.5           	4.7  	28.7     	037     	1106 	1.187586
116                     	956.5 	7.6                    	72                      	10.1 	212                     	-73.153728	-39.229254   	539  	539         	352.434   	267.764   	2.9     	8.5           	4.7  	28.7     	036     	1116 	1.186991
117                     	955.9 	7.6                    	72                      	10.0 	212                     	-73.153675	-39.229183   	544  	544         	353.010   	267.617   	2.8     	8.4           	4.7  	28.7     	036     	1127 	1.186396
