Time [mm:ss]	T [°C]	U [%r H]	Tu Cap [°C]
09:14.5     	12.71 	93.8    	12.95
09:15.4     	12.72 	94.0    	12.94
09:16.2     	12.76 	94.0    	12.94
09:17.2     	12.82 	93.9    	12.95
09:18.1     	12.83 	93.8    	12.95
09:18.9     	12.85 	93.8    	12.95
09:19.8     	12.82 	93.7    	12.95
09:20.7     	12.81 	93.8    	12.95
09:21.7     	12.78 	93.9    	12.95
09:22.6     	12.79 	94.1    	12.95
09:23.5     	12.79 	93.5    	12.94
09:24.3     	12.74 	93.7    	12.94
09:25.2     	12.69 	93.7    	12.93
09:26.1     	12.68 	93.8    	12.93
09:27.0     	12.68 	93.9    	12.93
09:27.9     	12.70 	93.9    	12.92
09:28.8     	12.72 	94.0    	12.92
09:29.7     	12.74 	93.8    	12.92
09:30.6     	12.76 	93.9    	12.92
09:31.6     	12.75 	93.9    	12.92
09:32.4     	12.76 	94.0    	12.92
09:33.3     	12.78 	94.0    	12.92
09:34.2     	12.79 	93.8    	12.92
09:35.1     	12.77 	93.6    	12.92
09:36.0     	12.74 	93.6    	12.92
09:36.9     	12.71 	93.8    	12.92
09:37.7     	12.70 	93.8    	12.92
09:38.6     	12.72 	93.8    	12.91
09:39.6     	12.69 	93.4    	12.91
09:40.4     	12.65 	93.6    	12.90
09:41.3     	12.65 	93.8    	12.90
09:42.2     	12.67 	93.7    	12.90
09:43.2     	12.70 	93.9    	12.90
09:44.1     	12.76 	93.8    	12.90
